transaction_id,person_id,account_ref,timestamp,amount,debit_credit,counterparty,merchant,location_id,channel,reference_number,description,source_system
TXN00714,P026,ACC-P026,2025-10-29 10:00:44,942,debit,Electricity Board,Amazon,L005,Debit Card,REF513000,Fuel purchase,Bank Core System
TXN00715,P026,ACC-P026,2026-03-05 14:45:13,2959,debit,Amazon,Highway Auto Works,L007,Cash Deposit,REF899606,Restaurant payment,Bank Core System
TXN00716,P027,ACC-P027,2025-09-12 11:20:24,75000,credit,Private household,Private household,L004,NEFT,REF538487,Salary credit,Bank Core System
TXN00717,P027,ACC-P027,2025-09-14 15:00:41,6000,debit,Landlord/Housing,Rent Payment,L001,IMPS,REF680628,Monthly rent,Bank Core System
TXN00718,P027,ACC-P027,2025-09-16 12:55:21,950,debit,Electricity Board,Electricity Board,,UPI,REF534309,Utility bill,Bank Core System
TXN00719,P027,ACC-P027,2025-10-12 11:55:41,32000,credit,Private household,Private household,L004,NEFT,REF659325,Salary credit,Bank Core System
TXN00720,P027,ACC-P027,2025-10-14 16:30:29,9500,debit,Landlord/Housing,Rent Payment,L001,IMPS,REF469446,Monthly rent,Bank Core System
TXN00721,P027,ACC-P027,2025-10-16 14:45:22,1500,debit,Electricity Board,Electricity Board,,UPI,REF949915,Utility bill,Bank Core System
TXN00722,P027,ACC-P027,2025-11-10 11:50:45,32000,credit,Private household,Private household,L004,NEFT,REF382860,Salary credit,Bank Core System
TXN00723,P027,ACC-P027,2025-11-12 16:00:20,15000,debit,Landlord/Housing,Rent Payment,L001,IMPS,REF507244,Monthly rent,Bank Core System
TXN00724,P027,ACC-P027,2025-11-14 11:25:38,800,debit,Electricity Board,Electricity Board,,UPI,REF604603,Utility bill,Bank Core System
TXN00725,P027,ACC-P027,2025-12-10 11:35:50,55000,credit,Private household,Private household,L004,NEFT,REF504643,Salary credit,Bank Core System
TXN00726,P027,ACC-P027,2025-12-12 17:05:44,9500,debit,Landlord/Housing,Rent Payment,L001,IMPS,REF784024,Monthly rent,Bank Core System
TXN00727,P027,ACC-P027,2025-12-14 16:00:12,950,debit,Electricity Board,Electricity Board,,UPI,REF805767,Utility bill,Bank Core System
TXN00728,P027,ACC-P027,2026-01-11 09:55:10,75000,credit,Private household,Private household,L004,NEFT,REF867553,Salary credit,Bank Core System
TXN00729,P027,ACC-P027,2026-01-13 10:20:51,15000,debit,Landlord/Housing,Rent Payment,L001,IMPS,REF558922,Monthly rent,Bank Core System
TXN00730,P027,ACC-P027,2026-01-15 19:20:14,1500,debit,Electricity Board,Electricity Board,,UPI,REF526388,Utility bill,Bank Core System
TXN00731,P027,ACC-P027,2026-02-10 11:30:18,68000,credit,Private household,Private household,L004,NEFT,REF454856,Salary credit,Bank Core System
TXN00732,P027,ACC-P027,2026-02-12 13:50:11,9500,debit,Landlord/Housing,Rent Payment,L001,IMPS,REF866251,Monthly rent,Bank Core System
TXN00733,P027,ACC-P027,2026-02-14 20:00:15,1500,debit,Electricity Board,Electricity Board,,UPI,REF537102,Utility bill,Bank Core System
TXN00734,P027,ACC-P027,2026-03-05 20:05:59,1940,debit,Highway Auto Works,Flipkart,L023,NEFT,REF553355,Grocery,Bank Core System
TXN00735,P027,ACC-P027,2025-12-15 22:50:18,4289,debit,Highway Auto Works,Amazon,L011,ATM Withdrawal,REF851499,Grocery,Bank Core System
TXN00736,P027,ACC-P027,2026-02-07 22:00:09,809,debit,Water Board,Cafe Coffee Junction,L023,Cash Deposit,REF328789,Online purchase,Bank Core System
TXN00737,P027,ACC-P027,2025-10-27 08:40:29,1530,debit,Local Kirana Store,Union Trust Bank,L009,Debit Card,REF685414,Restaurant payment,Bank Core System
TXN00738,P027,ACC-P027,2026-03-27 16:50:11,3743,debit,Local Kirana Store,BSNL Broadband,L019,ATM Withdrawal,REF272363,Online purchase,Bank Core System
TXN00739,P027,ACC-P027,2025-11-24 21:05:18,3236,debit,Cafe Coffee Junction,Amazon,L001,Credit Card,REF420570,Fuel purchase,Bank Core System
TXN00740,P027,ACC-P027,2026-02-06 11:15:35,4500,debit,HP Fuel Station,HP Fuel Station,L023,NEFT,REF363390,Grocery,Bank Core System
TXN00741,P027,ACC-P027,2026-04-10 11:40:13,3646,debit,HP Fuel Station,HP Fuel Station,L019,Cash Deposit,REF972060,Grocery,Bank Core System
TXN00742,P027,ACC-P027,2026-02-02 17:30:52,2811,debit,BSNL Broadband,Local Kirana Store,L018,Debit Card,REF317095,Grocery,Bank Core System
TXN00743,P027,ACC-P027,2026-02-12 14:40:20,2028,debit,Highway Auto Works,HP Fuel Station,L014,UPI,REF359617,Miscellaneous,Bank Core System
TXN00744,P027,ACC-P027,2025-11-10 12:35:24,3824,debit,Cafe Coffee Junction,Amazon,L003,ATM Withdrawal,REF923179,Miscellaneous,Bank Core System
TXN00745,P027,ACC-P027,2025-12-28 15:10:43,2419,debit,Local Kirana Store,Spice Route Restaurant,L015,ATM Withdrawal,REF606262,Miscellaneous,Bank Core System
TXN00746,P027,ACC-P027,2025-11-12 21:20:34,2467,debit,Nandipur City Mall,Local Kirana Store,L015,NEFT,REF605274,Miscellaneous,Bank Core System
TXN00747,P027,ACC-P027,2026-01-18 22:50:28,439,debit,Water Board,BSNL Broadband,L012,Credit Card,REF154735,Miscellaneous,Bank Core System
TXN00748,P028,ACC-P028,2025-09-11 09:00:46,75000,credit,Nandipur State University,Nandipur State University,L027,NEFT,REF921635,Salary credit,Bank Core System
TXN00749,P028,ACC-P028,2025-09-13 14:10:32,6000,debit,Landlord/Housing,Rent Payment,L014,IMPS,REF887315,Monthly rent,Bank Core System
TXN00750,P028,ACC-P028,2025-09-15 19:55:43,800,debit,Electricity Board,Electricity Board,,UPI,REF929874,Utility bill,Bank Core System
TXN00751,P028,ACC-P028,2025-10-10 11:10:29,55000,credit,Nandipur State University,Nandipur State University,L027,NEFT,REF204410,Salary credit,Bank Core System
TXN00752,P028,ACC-P028,2025-10-12 14:50:09,9500,debit,Landlord/Housing,Rent Payment,L014,IMPS,REF504182,Monthly rent,Bank Core System
TXN00753,P028,ACC-P028,2025-10-14 20:35:41,800,debit,Electricity Board,Electricity Board,,UPI,REF310317,Utility bill,Bank Core System
TXN00754,P028,ACC-P028,2025-11-10 10:00:36,68000,credit,Nandipur State University,Nandipur State University,L027,NEFT,REF526895,Salary credit,Bank Core System
TXN00755,P028,ACC-P028,2025-11-12 14:50:31,6000,debit,Landlord/Housing,Rent Payment,L014,IMPS,REF315437,Monthly rent,Bank Core System
TXN00756,P028,ACC-P028,2025-11-14 17:10:14,950,debit,Electricity Board,Electricity Board,,UPI,REF580546,Utility bill,Bank Core System
TXN00757,P028,ACC-P028,2025-12-10 10:10:26,42000,credit,Nandipur State University,Nandipur State University,L027,NEFT,REF578916,Salary credit,Bank Core System
TXN00758,P028,ACC-P028,2025-12-12 12:40:30,6000,debit,Landlord/Housing,Rent Payment,L014,IMPS,REF123570,Monthly rent,Bank Core System
TXN00759,P028,ACC-P028,2025-12-14 14:20:42,1200,debit,Electricity Board,Electricity Board,,UPI,REF874489,Utility bill,Bank Core System
TXN00760,P028,ACC-P028,2026-01-08 11:00:05,32000,credit,Nandipur State University,Nandipur State University,L027,NEFT,REF982125,Salary credit,Bank Core System
TXN00761,P028,ACC-P028,2026-01-10 14:35:40,15000,debit,Landlord/Housing,Rent Payment,L014,IMPS,REF902623,Monthly rent,Bank Core System
TXN00762,P028,ACC-P028,2026-01-12 16:00:02,800,debit,Electricity Board,Electricity Board,,UPI,REF477970,Utility bill,Bank Core System
TXN00763,P028,ACC-P028,2026-02-07 11:15:36,42000,credit,Nandipur State University,Nandipur State University,L027,NEFT,REF198922,Salary credit,Bank Core System
TXN00764,P028,ACC-P028,2026-02-09 12:35:27,6000,debit,Landlord/Housing,Rent Payment,L014,IMPS,REF811715,Monthly rent,Bank Core System
TXN00765,P028,ACC-P028,2026-02-11 20:55:22,950,debit,Electricity Board,Electricity Board,,UPI,REF341292,Utility bill,Bank Core System
TXN00766,P028,ACC-P028,2026-04-14 15:15:59,4173,debit,Amazon,Cafe Coffee Junction,L015,NEFT,REF110107,Fuel purchase,Bank Core System
TXN00767,P028,ACC-P028,2026-02-03 20:50:00,3705,debit,Electricity Board,Local Kirana Store,L011,Cash Deposit,REF884832,Miscellaneous,Bank Core System
TXN00768,P028,ACC-P028,2025-12-19 22:50:49,4128,debit,Electricity Board,Water Board,L021,UPI,REF594670,Restaurant payment,Bank Core System
TXN00769,P028,ACC-P028,2026-03-29 19:55:44,1342,debit,Spice Route Restaurant,Union Trust Bank,L019,Cash Deposit,REF106860,Grocery,Bank Core System
TXN00770,P028,ACC-P028,2026-04-22 15:10:53,714,debit,Water Board,Union Trust Bank,L019,Credit Card,REF374329,Fuel purchase,Bank Core System
TXN00771,P028,ACC-P028,2025-09-17 18:20:06,1309,debit,BSNL Broadband,Union Trust Bank,L017,Credit Card,REF107802,Fuel purchase,Bank Core System
TXN00772,P028,ACC-P028,2025-12-27 16:40:46,3879,debit,Flipkart,Local Kirana Store,L024,ATM Withdrawal,REF804463,Miscellaneous,Bank Core System
TXN00773,P028,ACC-P028,2026-01-07 16:20:41,1284,debit,Nandipur City Mall,Nandipur City Mall,L018,UPI,REF562988,Fuel purchase,Bank Core System
TXN00774,P028,ACC-P028,2025-09-13 16:30:11,2940,debit,Amazon,Cafe Coffee Junction,L015,NEFT,REF641707,Grocery,Bank Core System
TXN00775,P028,ACC-P028,2026-04-19 19:00:35,2357,debit,BSNL Broadband,Flipkart,L024,Credit Card,REF254547,Fuel purchase,Bank Core System
TXN00776,P029,ACC-P029,2025-09-11 09:30:04,32000,credit,Highway Auto Works,Highway Auto Works,L007,NEFT,REF760349,Salary credit,Bank Core System
TXN00777,P029,ACC-P029,2025-09-13 17:45:49,15000,debit,Landlord/Housing,Rent Payment,L021,IMPS,REF724823,Monthly rent,Bank Core System
TXN00778,P029,ACC-P029,2025-09-15 18:05:36,1200,debit,Electricity Board,Electricity Board,,UPI,REF912044,Utility bill,Bank Core System
TXN00779,P029,ACC-P029,2025-10-12 11:10:03,75000,credit,Highway Auto Works,Highway Auto Works,L007,NEFT,REF277897,Salary credit,Bank Core System
TXN00780,P029,ACC-P029,2025-10-14 12:25:05,8000,debit,Landlord/Housing,Rent Payment,L021,IMPS,REF276118,Monthly rent,Bank Core System
TXN00781,P029,ACC-P029,2025-10-16 12:50:06,1500,debit,Electricity Board,Electricity Board,,UPI,REF848554,Utility bill,Bank Core System
TXN00782,P029,ACC-P029,2025-11-09 10:25:13,28000,credit,Highway Auto Works,Highway Auto Works,L007,NEFT,REF661655,Salary credit,Bank Core System
TXN00783,P029,ACC-P029,2025-11-11 17:05:19,9500,debit,Landlord/Housing,Rent Payment,L021,IMPS,REF856990,Monthly rent,Bank Core System
TXN00784,P029,ACC-P029,2025-11-13 20:10:12,1500,debit,Electricity Board,Electricity Board,,UPI,REF874647,Utility bill,Bank Core System
TXN00785,P029,ACC-P029,2025-12-11 09:20:12,68000,credit,Highway Auto Works,Highway Auto Works,L007,NEFT,REF559125,Salary credit,Bank Core System
TXN00786,P029,ACC-P029,2025-12-13 14:05:49,6000,debit,Landlord/Housing,Rent Payment,L021,IMPS,REF110953,Monthly rent,Bank Core System
TXN00787,P029,ACC-P029,2025-12-15 15:10:09,1200,debit,Electricity Board,Electricity Board,,UPI,REF129413,Utility bill,Bank Core System
TXN00788,P029,ACC-P029,2026-01-08 09:00:05,75000,credit,Highway Auto Works,Highway Auto Works,L007,NEFT,REF474681,Salary credit,Bank Core System
TXN00789,P029,ACC-P029,2026-01-10 18:25:44,9500,debit,Landlord/Housing,Rent Payment,L021,IMPS,REF437502,Monthly rent,Bank Core System
TXN00790,P029,ACC-P029,2026-01-12 17:00:36,1200,debit,Electricity Board,Electricity Board,,UPI,REF552949,Utility bill,Bank Core System
TXN00791,P029,ACC-P029,2026-02-08 10:10:48,68000,credit,Highway Auto Works,Highway Auto Works,L007,NEFT,REF285465,Salary credit,Bank Core System
TXN00792,P029,ACC-P029,2026-02-10 14:45:50,6000,debit,Landlord/Housing,Rent Payment,L021,IMPS,REF699713,Monthly rent,Bank Core System
TXN00793,P029,ACC-P029,2026-02-12 10:20:37,950,debit,Electricity Board,Electricity Board,,UPI,REF627993,Utility bill,Bank Core System
TXN00794,P029,ACC-P029,2026-03-06 17:10:03,1012,debit,HP Fuel Station,BSNL Broadband,L016,Credit Card,REF783024,Online purchase,Bank Core System
TXN00795,P029,ACC-P029,2025-11-03 13:05:57,834,debit,BSNL Broadband,Flipkart,L009,NEFT,REF128373,Restaurant payment,Bank Core System
TXN00796,P029,ACC-P029,2026-02-22 08:00:01,1001,debit,Flipkart,Electricity Board,L003,IMPS,REF770711,Miscellaneous,Bank Core System
TXN00797,P029,ACC-P029,2026-03-02 18:05:36,2418,debit,Highway Auto Works,Flipkart,L009,NEFT,REF149666,Fuel purchase,Bank Core System
TXN00798,P029,ACC-P029,2026-04-18 16:20:20,4465,debit,Local Kirana Store,Water Board,L026,Credit Card,REF893132,Online purchase,Bank Core System
TXN00799,P029,ACC-P029,2025-11-24 16:55:37,4115,debit,Electricity Board,Local Kirana Store,L010,NEFT,REF796937,Fuel purchase,Bank Core System
TXN00800,P029,ACC-P029,2026-03-20 16:50:07,2258,debit,Local Kirana Store,Nandipur City Mall,L012,Cash Deposit,REF461373,Grocery,Bank Core System
TXN00801,P029,ACC-P029,2026-04-01 15:20:51,3352,debit,BSNL Broadband,Cafe Coffee Junction,L018,NEFT,REF325517,Grocery,Bank Core System
TXN00802,P029,ACC-P029,2026-02-11 22:10:46,1085,debit,Water Board,Cafe Coffee Junction,L021,Debit Card,REF636390,Miscellaneous,Bank Core System
TXN00803,P029,ACC-P029,2026-02-20 22:20:40,2899,debit,Amazon,Nandipur City Mall,L001,NEFT,REF982778,Online purchase,Bank Core System
TXN00804,P029,ACC-P029,2026-02-10 22:45:53,752,debit,Union Trust Bank,Highway Auto Works,L011,Cash Deposit,REF564591,Online purchase,Bank Core System
TXN00805,P029,ACC-P029,2025-11-12 19:00:24,1528,debit,Union Trust Bank,Nandipur City Mall,L018,IMPS,REF565147,Fuel purchase,Bank Core System
TXN00806,P029,ACC-P029,2026-03-26 20:25:39,1188,debit,Electricity Board,BSNL Broadband,L019,IMPS,REF951590,Fuel purchase,Bank Core System
TXN00807,P030,ACC-P030,2025-09-12 09:25:26,32000,credit,Nandipur Herald,Nandipur Herald,L003,NEFT,REF667976,Salary credit,Bank Core System
TXN00808,P030,ACC-P030,2025-09-14 11:35:58,15000,debit,Landlord/Housing,Rent Payment,L014,IMPS,REF452081,Monthly rent,Bank Core System
TXN00809,P030,ACC-P030,2025-09-16 17:50:39,950,debit,Electricity Board,Electricity Board,,UPI,REF291029,Utility bill,Bank Core System
TXN00810,P030,ACC-P030,2025-10-12 09:50:35,75000,credit,Nandipur Herald,Nandipur Herald,L003,NEFT,REF320998,Salary credit,Bank Core System
TXN00811,P030,ACC-P030,2025-10-14 11:25:28,15000,debit,Landlord/Housing,Rent Payment,L014,IMPS,REF767621,Monthly rent,Bank Core System
TXN00812,P030,ACC-P030,2025-10-16 17:40:04,800,debit,Electricity Board,Electricity Board,,UPI,REF841553,Utility bill,Bank Core System
TXN00813,P030,ACC-P030,2025-11-10 11:05:23,35000,credit,Nandipur Herald,Nandipur Herald,L003,NEFT,REF389328,Salary credit,Bank Core System
TXN00814,P030,ACC-P030,2025-11-12 14:15:23,12000,debit,Landlord/Housing,Rent Payment,L014,IMPS,REF389541,Monthly rent,Bank Core System
TXN00815,P030,ACC-P030,2025-11-14 09:35:15,1200,debit,Electricity Board,Electricity Board,,UPI,REF685801,Utility bill,Bank Core System
TXN00816,P030,ACC-P030,2025-12-10 11:20:12,75000,credit,Nandipur Herald,Nandipur Herald,L003,NEFT,REF706942,Salary credit,Bank Core System
TXN00817,P030,ACC-P030,2025-12-12 13:55:51,6000,debit,Landlord/Housing,Rent Payment,L014,IMPS,REF857676,Monthly rent,Bank Core System
TXN00818,P030,ACC-P030,2025-12-14 10:25:42,1500,debit,Electricity Board,Electricity Board,,UPI,REF527205,Utility bill,Bank Core System
TXN00819,P030,ACC-P030,2026-01-09 11:20:01,32000,credit,Nandipur Herald,Nandipur Herald,L003,NEFT,REF436644,Salary credit,Bank Core System
TXN00820,P030,ACC-P030,2026-01-11 14:45:53,6000,debit,Landlord/Housing,Rent Payment,L014,IMPS,REF145272,Monthly rent,Bank Core System
TXN00821,P030,ACC-P030,2026-01-13 13:00:00,1200,debit,Electricity Board,Electricity Board,,UPI,REF705838,Utility bill,Bank Core System
TXN00822,P030,ACC-P030,2026-02-08 11:00:59,68000,credit,Nandipur Herald,Nandipur Herald,L003,NEFT,REF204927,Salary credit,Bank Core System
TXN00823,P030,ACC-P030,2026-02-10 17:05:09,15000,debit,Landlord/Housing,Rent Payment,L014,IMPS,REF210912,Monthly rent,Bank Core System
TXN00824,P030,ACC-P030,2026-02-12 18:05:29,1200,debit,Electricity Board,Electricity Board,,UPI,REF847024,Utility bill,Bank Core System
TXN00825,P030,ACC-P030,2025-09-19 19:00:13,2110,debit,Nandipur City Mall,Spice Route Restaurant,L002,Debit Card,REF344141,Grocery,Bank Core System
TXN00826,P030,ACC-P030,2026-04-07 12:00:39,2241,debit,Local Kirana Store,BSNL Broadband,L007,UPI,REF659515,Restaurant payment,Bank Core System
TXN00827,P030,ACC-P030,2025-11-27 10:45:35,3454,debit,Flipkart,HP Fuel Station,L011,Debit Card,REF588542,Fuel purchase,Bank Core System
TXN00828,P030,ACC-P030,2025-11-09 22:55:55,3678,debit,Flipkart,Highway Auto Works,L007,IMPS,REF240466,Miscellaneous,Bank Core System
TXN00829,P030,ACC-P030,2025-10-21 16:00:42,4244,debit,Spice Route Restaurant,Union Trust Bank,L001,ATM Withdrawal,REF176132,Restaurant payment,Bank Core System
TXN00830,P030,ACC-P030,2026-01-10 08:30:00,1702,debit,Union Trust Bank,Spice Route Restaurant,L014,Cash Deposit,REF989511,Online purchase,Bank Core System
TXN00831,P030,ACC-P030,2026-01-03 10:40:24,3490,debit,Union Trust Bank,Nandipur City Mall,L016,Cash Deposit,REF138578,Grocery,Bank Core System
TXN00832,P030,ACC-P030,2026-02-10 16:20:29,3262,debit,BSNL Broadband,HP Fuel Station,L018,Debit Card,REF383920,Grocery,Bank Core System
TXN00833,P030,ACC-P030,2026-02-06 22:25:18,2277,debit,Spice Route Restaurant,Nandipur City Mall,L011,UPI,REF499449,Grocery,Bank Core System
TXN00834,P030,ACC-P030,2025-11-08 09:25:42,4481,debit,Amazon,Spice Route Restaurant,L007,Debit Card,REF782481,Grocery,Bank Core System
TXN00835,P030,ACC-P030,2025-10-24 20:20:29,3325,debit,Electricity Board,HP Fuel Station,L013,Credit Card,REF767260,Online purchase,Bank Core System
TXN00836,P031,ACC-P031,2025-09-10 09:15:56,42000,credit,Highway Auto Works,Highway Auto Works,L016,NEFT,REF338375,Salary credit,Bank Core System
TXN00837,P031,ACC-P031,2025-09-12 14:45:40,8000,debit,Landlord/Housing,Rent Payment,L021,IMPS,REF776345,Monthly rent,Bank Core System
TXN00838,P031,ACC-P031,2025-09-14 09:00:30,1500,debit,Electricity Board,Electricity Board,,UPI,REF945220,Utility bill,Bank Core System
TXN00839,P031,ACC-P031,2025-10-13 09:05:54,32000,credit,Highway Auto Works,Highway Auto Works,L016,NEFT,REF354467,Salary credit,Bank Core System
TXN00840,P031,ACC-P031,2025-10-15 16:15:09,12000,debit,Landlord/Housing,Rent Payment,L021,IMPS,REF119238,Monthly rent,Bank Core System
TXN00841,P031,ACC-P031,2025-10-17 16:20:11,800,debit,Electricity Board,Electricity Board,,UPI,REF694855,Utility bill,Bank Core System
TXN00842,P031,ACC-P031,2025-11-10 09:10:16,28000,credit,Highway Auto Works,Highway Auto Works,L016,NEFT,REF491064,Salary credit,Bank Core System
TXN00843,P031,ACC-P031,2025-11-12 10:30:53,6000,debit,Landlord/Housing,Rent Payment,L021,IMPS,REF786815,Monthly rent,Bank Core System
TXN00844,P031,ACC-P031,2025-11-14 10:35:44,1500,debit,Electricity Board,Electricity Board,,UPI,REF843881,Utility bill,Bank Core System
TXN00845,P031,ACC-P031,2025-12-10 09:35:34,42000,credit,Highway Auto Works,Highway Auto Works,L016,NEFT,REF121383,Salary credit,Bank Core System
TXN00846,P031,ACC-P031,2025-12-12 11:30:17,12000,debit,Landlord/Housing,Rent Payment,L021,IMPS,REF895904,Monthly rent,Bank Core System
TXN00847,P031,ACC-P031,2025-12-14 10:20:00,1500,debit,Electricity Board,Electricity Board,,UPI,REF852048,Utility bill,Bank Core System
TXN00848,P031,ACC-P031,2026-01-10 09:00:45,32000,credit,Highway Auto Works,Highway Auto Works,L016,NEFT,REF484713,Salary credit,Bank Core System
TXN00849,P031,ACC-P031,2026-01-12 15:10:17,6000,debit,Landlord/Housing,Rent Payment,L021,IMPS,REF335728,Monthly rent,Bank Core System
TXN00850,P031,ACC-P031,2026-01-14 15:40:26,950,debit,Electricity Board,Electricity Board,,UPI,REF144129,Utility bill,Bank Core System
TXN00851,P031,ACC-P031,2026-02-09 10:20:39,55000,credit,Highway Auto Works,Highway Auto Works,L016,NEFT,REF180819,Salary credit,Bank Core System
TXN00852,P031,ACC-P031,2026-02-11 12:20:24,12000,debit,Landlord/Housing,Rent Payment,L021,IMPS,REF676682,Monthly rent,Bank Core System
TXN00853,P031,ACC-P031,2026-02-13 11:55:20,800,debit,Electricity Board,Electricity Board,,UPI,REF595353,Utility bill,Bank Core System
TXN00854,P031,ACC-P031,2026-03-21 15:05:58,1026,debit,Highway Auto Works,Nandipur City Mall,L024,ATM Withdrawal,REF344582,Grocery,Bank Core System
TXN00855,P031,ACC-P031,2026-03-27 17:10:47,997,debit,Local Kirana Store,Union Trust Bank,L005,NEFT,REF383548,Grocery,Bank Core System
TXN00856,P031,ACC-P031,2025-11-29 14:55:04,3136,debit,Nandipur City Mall,Union Trust Bank,L016,UPI,REF457247,Online purchase,Bank Core System
TXN00857,P031,ACC-P031,2026-01-18 08:00:45,1177,debit,HP Fuel Station,Union Trust Bank,L010,UPI,REF127401,Miscellaneous,Bank Core System
TXN00858,P031,ACC-P031,2026-01-01 10:50:25,1304,debit,BSNL Broadband,Union Trust Bank,L008,ATM Withdrawal,REF257235,Fuel purchase,Bank Core System
TXN00859,P031,ACC-P031,2026-01-24 16:10:02,2205,debit,Spice Route Restaurant,HP Fuel Station,L012,IMPS,REF270564,Online purchase,Bank Core System
TXN00860,P031,ACC-P031,2026-02-01 16:05:43,3095,debit,Local Kirana Store,Amazon,L019,IMPS,REF910139,Online purchase,Bank Core System
TXN00861,P031,ACC-P031,2026-03-14 20:35:43,3268,debit,Flipkart,Local Kirana Store,L015,NEFT,REF369368,Restaurant payment,Bank Core System
TXN00862,P031,ACC-P031,2025-10-09 20:10:26,1747,debit,Cafe Coffee Junction,BSNL Broadband,L026,IMPS,REF103301,Grocery,Bank Core System
TXN00863,P031,ACC-P031,2025-10-24 08:55:16,3942,debit,Water Board,HP Fuel Station,L026,UPI,REF795489,Grocery,Bank Core System
TXN00864,P031,ACC-P031,2025-11-01 21:55:12,2387,debit,Nandipur City Mall,Spice Route Restaurant,L018,Debit Card,REF417735,Miscellaneous,Bank Core System
TXN00865,P032,ACC-P032,2025-09-11 10:50:37,42000,credit,"Union Trust Bank, Nandipur Branch","Union Trust Bank, Nandipur Branch",L004,NEFT,REF669738,Salary credit,Bank Core System
TXN00866,P032,ACC-P032,2025-09-13 12:25:39,15000,debit,Landlord/Housing,Rent Payment,L014,IMPS,REF758197,Monthly rent,Bank Core System
TXN00867,P032,ACC-P032,2025-09-15 18:40:33,950,debit,Electricity Board,Electricity Board,,UPI,REF909826,Utility bill,Bank Core System
TXN00868,P032,ACC-P032,2025-10-10 11:15:19,35000,credit,"Union Trust Bank, Nandipur Branch","Union Trust Bank, Nandipur Branch",L004,NEFT,REF298601,Salary credit,Bank Core System
TXN00869,P032,ACC-P032,2025-10-12 16:25:31,6000,debit,Landlord/Housing,Rent Payment,L014,IMPS,REF612868,Monthly rent,Bank Core System
TXN00870,P032,ACC-P032,2025-10-14 16:10:08,1500,debit,Electricity Board,Electricity Board,,UPI,REF248661,Utility bill,Bank Core System
TXN00871,P032,ACC-P032,2025-11-10 10:40:33,32000,credit,"Union Trust Bank, Nandipur Branch","Union Trust Bank, Nandipur Branch",L004,NEFT,REF463903,Salary credit,Bank Core System
TXN00872,P032,ACC-P032,2025-11-12 12:30:43,8000,debit,Landlord/Housing,Rent Payment,L014,IMPS,REF480603,Monthly rent,Bank Core System
TXN00873,P032,ACC-P032,2025-11-14 20:45:28,1200,debit,Electricity Board,Electricity Board,,UPI,REF601628,Utility bill,Bank Core System
TXN00874,P032,ACC-P032,2025-12-12 09:55:23,35000,credit,"Union Trust Bank, Nandipur Branch","Union Trust Bank, Nandipur Branch",L004,NEFT,REF358960,Salary credit,Bank Core System
TXN00875,P032,ACC-P032,2025-12-14 10:10:58,9500,debit,Landlord/Housing,Rent Payment,L014,IMPS,REF987668,Monthly rent,Bank Core System
TXN00876,P032,ACC-P032,2025-12-16 12:45:55,800,debit,Electricity Board,Electricity Board,,UPI,REF296958,Utility bill,Bank Core System
TXN00877,P032,ACC-P032,2026-01-09 10:45:23,35000,credit,"Union Trust Bank, Nandipur Branch","Union Trust Bank, Nandipur Branch",L004,NEFT,REF509145,Salary credit,Bank Core System
TXN00878,P032,ACC-P032,2026-01-11 14:15:28,9500,debit,Landlord/Housing,Rent Payment,L014,IMPS,REF968034,Monthly rent,Bank Core System
TXN00879,P032,ACC-P032,2026-01-13 14:35:43,800,debit,Electricity Board,Electricity Board,,UPI,REF883258,Utility bill,Bank Core System
TXN00880,P032,ACC-P032,2026-02-09 11:35:47,55000,credit,"Union Trust Bank, Nandipur Branch","Union Trust Bank, Nandipur Branch",L004,NEFT,REF180191,Salary credit,Bank Core System
TXN00881,P032,ACC-P032,2026-02-11 18:45:31,8000,debit,Landlord/Housing,Rent Payment,L014,IMPS,REF690823,Monthly rent,Bank Core System
TXN00882,P032,ACC-P032,2026-02-13 18:55:36,1500,debit,Electricity Board,Electricity Board,,UPI,REF366557,Utility bill,Bank Core System
TXN00883,P032,ACC-P032,2025-11-15 09:15:22,4443,debit,Spice Route Restaurant,HP Fuel Station,L001,NEFT,REF175828,Miscellaneous,Bank Core System
TXN00884,P032,ACC-P032,2025-11-07 21:05:48,3198,debit,Local Kirana Store,Local Kirana Store,L014,Debit Card,REF627060,Fuel purchase,Bank Core System
TXN00885,P032,ACC-P032,2026-02-05 16:05:35,3016,debit,Electricity Board,Union Trust Bank,L005,Debit Card,REF121312,Fuel purchase,Bank Core System
TXN00886,P032,ACC-P032,2025-10-06 20:10:14,806,debit,Local Kirana Store,Water Board,L001,NEFT,REF491495,Miscellaneous,Bank Core System
TXN00887,P032,ACC-P032,2026-01-11 09:10:45,2340,debit,Local Kirana Store,Cafe Coffee Junction,L022,UPI,REF815993,Online purchase,Bank Core System
TXN00888,P032,ACC-P032,2026-04-04 08:15:57,220,debit,Electricity Board,Union Trust Bank,L006,Debit Card,REF386779,Restaurant payment,Bank Core System
TXN00889,P032,ACC-P032,2025-10-22 18:00:04,4091,debit,Amazon,Union Trust Bank,L010,NEFT,REF569478,Fuel purchase,Bank Core System
TXN00890,P033,ACC-P033,2025-09-12 11:00:58,28000,credit,Riverbank Realty,Riverbank Realty,L007,NEFT,REF571727,Salary credit,Bank Core System
TXN00891,P033,ACC-P033,2025-09-14 13:00:05,9500,debit,Landlord/Housing,Rent Payment,L014,IMPS,REF495849,Monthly rent,Bank Core System
TXN00892,P033,ACC-P033,2025-09-16 17:15:09,1200,debit,Electricity Board,Electricity Board,,UPI,REF516863,Utility bill,Bank Core System
